headers;"Код заказа";"Диаметр поршня, мм";"Рабочий ход, мм";"Опрос положения";"Тип направляющей";Демпфирование;"Пневматическое присоединение";"Рабочая среда";"Рабочее давление, МПа";"Рабочая температура, °С";"Развиваемое усилие при выдвижении штока при 0,6 МПа, N";"Развиваемое усилие при втягивании штока при 0,6 МПа, N";"Материал крышек";"Материал корпуса";"Материал каретки";"Материал уплотнений";price;stock
ESW16x250;16;250;да;нет;"Упругие демпфирующие кольца";М5;"Сжатый воздух (степень фильтрации 40 мкм)";0.15...0.7;"-20...+70 (без замерзания)";120;120;Алюминий;"Нержавеющая сталь";Алюминий;"TPU, NBR";12646.07;"0 шт"
ESW16x200;16;200;да;нет;"Упругие демпфирующие кольца";М5;"Сжатый воздух (степень фильтрации 40 мкм)";0.15...0.7;"-20...+70 (без замерзания)";120;120;Алюминий;"Нержавеющая сталь";Алюминий;"TPU, NBR";12343.15;"0 шт"
ESW16x150;16;150;да;нет;"Упругие демпфирующие кольца";М5;"Сжатый воздух (степень фильтрации 40 мкм)";0.15...0.7;"-20...+70 (без замерзания)";120;120;Алюминий;"Нержавеющая сталь";Алюминий;"TPU, NBR";12146.39;"0 шт"
ESW16x100;16;100;да;нет;"Упругие демпфирующие кольца";М5;"Сжатый воздух (степень фильтрации 40 мкм)";0.15...0.7;"-20...+70 (без замерзания)";120;120;Алюминий;"Нержавеющая сталь";Алюминий;"TPU, NBR";11864.18;"0 шт"
ESW16x50;16;50;да;нет;"Упругие демпфирующие кольца";М5;"Сжатый воздух (степень фильтрации 40 мкм)";0.15...0.7;"-20...+70 (без замерзания)";120;120;Алюминий;"Нержавеющая сталь";Алюминий;"TPU, NBR";11667.42;"0 шт"
ESWT16x150-S-B;16;150;да;"Направляющая скольжения";"Амортизаторы с обеих сторон";М5;"Сжатый воздух (степень фильтрации 40 мкм)";0.18...0.7;"-20...+70 (без замерзания)";120;120;Алюминий;"Нержавеющая сталь";Алюминий;"TPU, NBR";25954.93;"0 шт"
ESWT16x100-S-B;16;100;да;"Направляющая скольжения";"Амортизаторы с обеих сторон";М5;"Сжатый воздух (степень фильтрации 40 мкм)";0.18...0.7;"-20...+70 (без замерзания)";120;120;Алюминий;"Нержавеющая сталь";Алюминий;"TPU, NBR";25417.70;"0 шт"
ESWT16x50-S-B;16;50;да;"Направляющая скольжения";"Амортизаторы с обеих сторон";М5;"Сжатый воздух (степень фильтрации 40 мкм)";0.18...0.7;"-20...+70 (без замерзания)";120;120;Алюминий;"Нержавеющая сталь";Алюминий;"TPU, NBR";24880.48;"0 шт"
ESW32x800;32;800;да;нет;"Упругие демпфирующие кольца";G1/8;"Сжатый воздух (степень фильтрации 40 мкм)";0.15...0.7;"-20...+70 (без замерзания)";560;560;Алюминий;"Нержавеющая сталь";Алюминий;"TPU, NBR";29734.89;"0 шт"
ESW32x700;32;700;да;нет;"Упругие демпфирующие кольца";G1/8;"Сжатый воздух (степень фильтрации 40 мкм)";0.15...0.7;"-20...+70 (без замерзания)";560;560;Алюминий;"Нержавеющая сталь";Алюминий;"TPU, NBR";28595.73;"0 шт"
ESW32x600;32;600;да;нет;"Упругие демпфирующие кольца";G1/8;"Сжатый воздух (степень фильтрации 40 мкм)";0.15...0.7;"-20...+70 (без замерзания)";560;560;Алюминий;"Нержавеющая сталь";Алюминий;"TPU, NBR";27450.08;"0 шт"
ESW32x500;32;500;да;нет;"Упругие демпфирующие кольца";G1/8;"Сжатый воздух (степень фильтрации 40 мкм)";0.15...0.7;"-20...+70 (без замерзания)";560;560;Алюминий;"Нержавеющая сталь";Алюминий;"TPU, NBR";26304.44;"0 шт"
ESW32x450;32;450;да;нет;"Упругие демпфирующие кольца";G1/8;"Сжатый воздух (степень фильтрации 40 мкм)";0.15...0.7;"-20...+70 (без замерзания)";560;560;Алюминий;"Нержавеющая сталь";Алюминий;"TPU, NBR";25838.42;"0 шт"
ESW32x400;32;400;да;нет;"Упругие демпфирующие кольца";G1/8;"Сжатый воздух (степень фильтрации 40 мкм)";0.15...0.7;"-20...+70 (без замерзания)";560;560;Алюминий;"Нержавеющая сталь";Алюминий;"TPU, NBR";25268.84;"0 шт"
ESW32x350;32;350;да;нет;"Упругие демпфирующие кольца";G1/8;"Сжатый воздух (степень фильтрации 40 мкм)";0.15...0.7;"-20...+70 (без замерзания)";560;560;Алюминий;"Нержавеющая сталь";Алюминий;"TPU, NBR";24783.39;"0 шт"
ESW32x300;32;300;да;нет;"Упругие демпфирующие кольца";G1/8;"Сжатый воздух (степень фильтрации 40 мкм)";0.15...0.7;"-20...+70 (без замерзания)";560;560;Алюминий;"Нержавеющая сталь";Алюминий;"TPU, NBR";24213.81;"0 шт"
ESW32x250;32;250;да;нет;"Упругие демпфирующие кольца";G1/8;"Сжатый воздух (степень фильтрации 40 мкм)";0.15...0.7;"-20...+70 (без замерзания)";560;560;Алюминий;"Нержавеющая сталь";Алюминий;"TPU, NBR";23741.31;"0 шт"
ESW32x200;32;200;да;нет;"Упругие демпфирующие кольца";G1/8;"Сжатый воздух (степень фильтрации 40 мкм)";0.15...0.7;"-20...+70 (без замерзания)";560;560;Алюминий;"Нержавеющая сталь";Алюминий;"TPU, NBR";23171.73;"0 шт"
ESW32x150;32;150;да;нет;"Упругие демпфирующие кольца";G1/8;"Сжатый воздух (степень фильтрации 40 мкм)";0.15...0.7;"-20...+70 (без замерзания)";560;560;Алюминий;"Нержавеющая сталь";Алюминий;"TPU, NBR";22686.29;"0 шт"
ESW32x100;32;100;да;нет;"Упругие демпфирующие кольца";G1/8;"Сжатый воздух (степень фильтрации 40 мкм)";0.15...0.7;"-20...+70 (без замерзания)";560;560;Алюминий;"Нержавеющая сталь";Алюминий;"TPU, NBR";22110.23;"0 шт"
ESW32x50;32;50;да;нет;"Упругие демпфирующие кольца";G1/8;"Сжатый воздух (степень фильтрации 40 мкм)";0.15...0.7;"-20...+70 (без замерзания)";560;560;Алюминий;"Нержавеющая сталь";Алюминий;"TPU, NBR";21734.82;"0 шт"
ESW25x800;25;800;да;нет;"Упругие демпфирующие кольца";G1/8;"Сжатый воздух (степень фильтрации 40 мкм)";0.15...0.7;"-20...+70 (без замерзания)";330;330;Алюминий;"Нержавеющая сталь";Алюминий;"TPU, NBR";20395.01;"0 шт"
ESW25x700;25;700;да;нет;"Упругие демпфирующие кольца";G1/8;"Сжатый воздух (степень фильтрации 40 мкм)";0.15...0.7;"-20...+70 (без замерзания)";330;330;Алюминий;"Нержавеющая сталь";Алюминий;"TPU, NBR";19443.54;"0 шт"
ESW25x600;25;600;да;нет;"Упругие демпфирующие кольца";G1/8;"Сжатый воздух (степень фильтрации 40 мкм)";0.15...0.7;"-20...+70 (без замерзания)";330;330;Алюминий;"Нержавеющая сталь";Алюминий;"TPU, NBR";18492.08;"0 шт"
ESW25x500;25;500;да;нет;"Упругие демпфирующие кольца";G1/8;"Сжатый воздух (степень фильтрации 40 мкм)";0.15...0.7;"-20...+70 (без замерзания)";330;330;Алюминий;"Нержавеющая сталь";Алюминий;"TPU, NBR";17644.17;"0 шт"
ESW25x450;25;450;да;нет;"Упругие демпфирующие кольца";G1/8;"Сжатый воздух (степень фильтрации 40 мкм)";0.15...0.7;"-20...+70 (без замерзания)";330;330;Алюминий;"Нержавеющая сталь";Алюминий;"TPU, NBR";17158.73;"0 шт"
ESW25x400;25;400;да;нет;"Упругие демпфирующие кольца";G1/8;"Сжатый воздух (степень фильтрации 40 мкм)";0.15...0.7;"-20...+70 (без замерзания)";330;330;Алюминий;"Нержавеющая сталь";Алюминий;"TPU, NBR";16776.85;"0 шт"
ESW25x350;25;350;да;нет;"Упругие демпфирующие кольца";G1/8;"Сжатый воздух (степень фильтрации 40 мкм)";0.15...0.7;"-20...+70 (без замерзания)";330;330;Алюминий;"Нержавеющая сталь";Алюминий;"TPU, NBR";16394.97;"0 шт"
ESW25x300;25;300;да;нет;"Упругие демпфирующие кольца";G1/8;"Сжатый воздух (степень фильтрации 40 мкм)";0.15...0.7;"-20...+70 (без замерзания)";330;330;Алюминий;"Нержавеющая сталь";Алюминий;"TPU, NBR";16013.09;"0 шт"
ESW25x250;25;250;да;нет;"Упругие демпфирующие кольца";G1/8;"Сжатый воздух (степень фильтрации 40 мкм)";0.15...0.7;"-20...+70 (без замерзания)";330;330;Алюминий;"Нержавеющая сталь";Алюминий;"TPU, NBR";15631.21;"0 шт"
ESW25x200;25;200;да;нет;"Упругие демпфирующие кольца";G1/8;"Сжатый воздух (степень фильтрации 40 мкм)";0.15...0.7;"-20...+70 (без замерзания)";330;330;Алюминий;"Нержавеющая сталь";Алюминий;"TPU, NBR";15255.80;"0 шт"
ESW25x150;25;150;да;нет;"Упругие демпфирующие кольца";G1/8;"Сжатый воздух (степень фильтрации 40 мкм)";0.15...0.7;"-20...+70 (без замерзания)";330;330;Алюминий;"Нержавеющая сталь";Алюминий;"TPU, NBR";14867.45;"0 шт"
ESW25x100;25;100;да;нет;"Упругие демпфирующие кольца";G1/8;"Сжатый воздух (степень фильтрации 40 мкм)";0.15...0.7;"-20...+70 (без замерзания)";330;330;Алюминий;"Нержавеющая сталь";Алюминий;"TPU, NBR";14485.57;"0 шт"
ESW25x50;25;50;да;нет;"Упругие демпфирующие кольца";G1/8;"Сжатый воздух (степень фильтрации 40 мкм)";0.15...0.7;"-20...+70 (без замерзания)";330;330;Алюминий;"Нержавеющая сталь";Алюминий;"TPU, NBR";14110.16;"0 шт"
ESW20x800;20;800;да;нет;"Упругие демпфирующие кольца";G1/8;"Сжатый воздух (степень фильтрации 40 мкм)";0.15...0.7;"-20...+70 (без замерзания)";210;210;Алюминий;"Нержавеющая сталь";Алюминий;"TPU, NBR";17728.31;"0 шт"
ESW20x700;20;700;да;нет;"Упругие демпфирующие кольца";G1/8;"Сжатый воздух (степень фильтрации 40 мкм)";0.15...0.7;"-20...+70 (без замерзания)";210;210;Алюминий;"Нержавеющая сталь";Алюминий;"TPU, NBR";17074.59;"0 шт"
ESW20x600;20;600;да;нет;"Упругие демпфирующие кольца";G1/8;"Сжатый воздух (степень фильтрации 40 мкм)";0.15...0.7;"-20...+70 (без замерзания)";210;210;Алюминий;"Нержавеющая сталь";Алюминий;"TPU, NBR";16394.97;"0 шт"
ESW20x500;20;500;да;нет;"Упругие демпфирующие кольца";G1/8;"Сжатый воздух (степень фильтрации 40 мкм)";0.15...0.7;"-20...+70 (без замерзания)";210;210;Алюминий;"Нержавеющая сталь";Алюминий;"TPU, NBR";15741.24;"0 шт"
ESW20x450;20;450;да;нет;"Упругие демпфирующие кольца";G1/8;"Сжатый воздух (степень фильтрации 40 мкм)";0.15...0.7;"-20...+70 (без замерзания)";210;210;Алюминий;"Нержавеющая сталь";Алюминий;"TPU, NBR";15443.50;"0 шт"
ESW20x400;20;400;да;нет;"Упругие демпфирующие кольца";G1/8;"Сжатый воздух (степень фильтрации 40 мкм)";0.15...0.7;"-20...+70 (без замерзания)";210;210;Алюминий;"Нержавеющая сталь";Алюминий;"TPU, NBR";15061.62;"0 шт"
ESW20x350;20;350;да;нет;"Упругие демпфирующие кольца";G1/8;"Сжатый воздух (степень фильтрации 40 мкм)";0.15...0.7;"-20...+70 (без замерзания)";210;210;Алюминий;"Нержавеющая сталь";Алюминий;"TPU, NBR";14783.30;"0 шт"
ESW20x300;20;300;да;нет;"Упругие демпфирующие кольца";G1/8;"Сжатый воздух (степень фильтрации 40 мкм)";0.15...0.7;"-20...+70 (без замерзания)";210;210;Алюминий;"Нержавеющая сталь";Алюминий;"TPU, NBR";14485.57;"0 шт"
ESW20x250;20;250;да;нет;"Упругие демпфирующие кольца";G1/8;"Сжатый воздух (степень фильтрации 40 мкм)";0.15...0.7;"-20...+70 (без замерзания)";210;210;Алюминий;"Нержавеющая сталь";Алюминий;"TPU, NBR";14213.72;"0 шт"
ESW20x200;20;200;да;нет;"Упругие демпфирующие кольца";G1/8;"Сжатый воздух (степень фильтрации 40 мкм)";0.15...0.7;"-20...+70 (без замерзания)";210;210;Алюминий;"Нержавеющая сталь";Алюминий;"TPU, NBR";13915.98;"0 шт"
ESW20x150;20;150;да;нет;"Упругие демпфирующие кольца";G1/8;"Сжатый воздух (степень фильтрации 40 мкм)";0.15...0.7;"-20...+70 (без замерзания)";210;210;Алюминий;"Нержавеющая сталь";Алюминий;"TPU, NBR";13644.14;"0 шт"
ESW20x100;20;100;да;нет;"Упругие демпфирующие кольца";G1/8;"Сжатый воздух (степень фильтрации 40 мкм)";0.15...0.7;"-20...+70 (без замерзания)";210;210;Алюминий;"Нержавеющая сталь";Алюминий;"TPU, NBR";13346.40;"0 шт"
ESW20x50;20;50;да;нет;"Упругие демпфирующие кольца";G1/8;"Сжатый воздух (степень фильтрации 40 мкм)";0.15...0.7;"-20...+70 (без замерзания)";210;210;Алюминий;"Нержавеющая сталь";Алюминий;"TPU, NBR";13068.08;"0 шт"
ESW16x500;16;500;да;нет;"Упругие демпфирующие кольца";М5;"Сжатый воздух (степень фильтрации 40 мкм)";0.15...0.7;"-20...+70 (без замерзания)";120;120;Алюминий;"Нержавеющая сталь";Алюминий;"TPU, NBR";13909.51;"0 шт"
ESW16x450;16;450;да;нет;"Упругие демпфирующие кольца";М5;"Сжатый воздух (степень фильтрации 40 мкм)";0.15...0.7;"-20...+70 (без замерзания)";120;120;Алюминий;"Нержавеющая сталь";Алюминий;"TPU, NBR";13631.19;"0 шт"
ESW16x400;16;400;да;нет;"Упругие демпфирующие кольца";М5;"Сжатый воздух (степень фильтрации 40 мкм)";0.15...0.7;"-20...+70 (без замерзания)";120;120;Алюминий;"Нержавеющая сталь";Алюминий;"TPU, NBR";13320.51;"0 шт"
ESW16x350;16;350;да;нет;"Упругие демпфирующие кольца";М5;"Сжатый воздух (степень фильтрации 40 мкм)";0.15...0.7;"-20...+70 (без замерзания)";120;120;Алюминий;"Нержавеющая сталь";Алюминий;"TPU, NBR";13126.33;"0 шт"
ESW16x300;16;300;да;нет;"Упругие демпфирующие кольца";М5;"Сжатый воздух (степень фильтрации 40 мкм)";0.15...0.7;"-20...+70 (без замерзания)";120;120;Алюминий;"Нержавеющая сталь";Алюминий;"TPU, NBR";12841.54;"0 шт"
ESWT32x700-S-BS;32;700;да;"Направляющая скольжения";"Сторона А – амортизатор, сторона В или С - упор";G1/8;"Сжатый воздух (степень фильтрации 40 мкм)";0.18...0.7;"-20...+70 (без замерзания)";560;560;Алюминий;"Нержавеющая сталь";Алюминий;"TPU, NBR";59812.83;"0 шт"
ESWT32x600-S-BS;32;600;да;"Направляющая скольжения";"Сторона А – амортизатор, сторона В или С - упор";G1/8;"Сжатый воздух (степень фильтрации 40 мкм)";0.18...0.7;"-20...+70 (без замерзания)";560;560;Алюминий;"Нержавеющая сталь";Алюминий;"TPU, NBR";57657.48;"0 шт"
ESWT32x500-S-BS;32;500;да;"Направляющая скольжения";"Сторона А – амортизатор, сторона В или С - упор";G1/8;"Сжатый воздух (степень фильтрации 40 мкм)";0.18...0.7;"-20...+70 (без замерзания)";560;560;Алюминий;"Нержавеющая сталь";Алюминий;"TPU, NBR";55508.59;"0 шт"
ESWT32x450-S-BS;32;450;да;"Направляющая скольжения";"Сторона А – амортизатор, сторона В или С - упор";G1/8;"Сжатый воздух (степень фильтрации 40 мкм)";0.18...0.7;"-20...+70 (без замерзания)";560;560;Алюминий;"Нержавеющая сталь";Алюминий;"TPU, NBR";54434.15;"0 шт"
ESWT32x400-S-BS;32;400;да;"Направляющая скольжения";"Сторона А – амортизатор, сторона В или С - упор";G1/8;"Сжатый воздух (степень фильтрации 40 мкм)";0.18...0.7;"-20...+70 (без замерзания)";560;560;Алюминий;"Нержавеющая сталь";Алюминий;"TPU, NBR";53359.70;"0 шт"
ESWT32x350-S-BS;32;350;да;"Направляющая скольжения";"Сторона А – амортизатор, сторона В или С - упор";G1/8;"Сжатый воздух (степень фильтрации 40 мкм)";0.18...0.7;"-20...+70 (без замерзания)";560;560;Алюминий;"Нержавеющая сталь";Алюминий;"TPU, NBR";52285.26;"0 шт"
ESWT32x300-S-BS;32;300;да;"Направляющая скольжения";"Сторона А – амортизатор, сторона В или С - упор";G1/8;"Сжатый воздух (степень фильтрации 40 мкм)";0.18...0.7;"-20...+70 (без замерзания)";560;560;Алюминий;"Нержавеющая сталь";Алюминий;"TPU, NBR";51210.82;"0 шт"
ESWT32x250-S-BS;32;250;да;"Направляющая скольжения";"Сторона А – амортизатор, сторона В или С - упор";G1/8;"Сжатый воздух (степень фильтрации 40 мкм)";0.18...0.7;"-20...+70 (без замерзания)";560;560;Алюминий;"Нержавеющая сталь";Алюминий;"TPU, NBR";50136.37;"0 шт"
ESWT32x200-S-BS;32;200;да;"Направляющая скольжения";"Сторона А – амортизатор, сторона В или С - упор";G1/8;"Сжатый воздух (степень фильтрации 40 мкм)";0.18...0.7;"-20...+70 (без замерзания)";560;560;Алюминий;"Нержавеющая сталь";Алюминий;"TPU, NBR";49061.93;"0 шт"
ESWT32x150-S-BS;32;150;да;"Направляющая скольжения";"Сторона А – амортизатор, сторона В или С - упор";G1/8;"Сжатый воздух (степень фильтрации 40 мкм)";0.18...0.7;"-20...+70 (без замерзания)";560;560;Алюминий;"Нержавеющая сталь";Алюминий;"TPU, NBR";47987.49;"0 шт"
ESWT32x100-S-BS;32;100;да;"Направляющая скольжения";"Сторона А – амортизатор, сторона В или С - упор";G1/8;"Сжатый воздух (степень фильтрации 40 мкм)";0.18...0.7;"-20...+70 (без замерзания)";560;560;Алюминий;"Нержавеющая сталь";Алюминий;"TPU, NBR";46913.04;"0 шт"
ESWT32x50-S-BS;32;50;да;"Направляющая скольжения";"Сторона А – амортизатор, сторона В или С - упор";G1/8;"Сжатый воздух (степень фильтрации 40 мкм)";0.18...0.7;"-20...+70 (без замерзания)";560;560;Алюминий;"Нержавеющая сталь";Алюминий;"TPU, NBR";45838.60;"0 шт"
ESWT32x800-S-B;32;800;да;"Направляющая скольжения";"Амортизаторы с обеих сторон";G1/8;"Сжатый воздух (степень фильтрации 40 мкм)";0.18...0.7;"-20...+70 (без замерзания)";560;560;Алюминий;"Нержавеющая сталь";Алюминий;"TPU, NBR";66278.91;"0 шт"
ESWT32x700-S-B;32;700;да;"Направляющая скольжения";"Амортизаторы с обеих сторон";G1/8;"Сжатый воздух (степень фильтрации 40 мкм)";0.18...0.7;"-20...+70 (без замерзания)";560;560;Алюминий;"Нержавеющая сталь";Алюминий;"TPU, NBR";64130.03;"0 шт"
ESWT32x600-S-B;32;600;да;"Направляющая скольжения";"Амортизаторы с обеих сторон";G1/8;"Сжатый воздух (степень фильтрации 40 мкм)";0.18...0.7;"-20...+70 (без замерзания)";560;560;Алюминий;"Нержавеющая сталь";Алюминий;"TPU, NBR";61981.14;"0 шт"
ESWT32x500-S-B;32;500;да;"Направляющая скольжения";"Амортизаторы с обеих сторон";G1/8;"Сжатый воздух (степень фильтрации 40 мкм)";0.18...0.7;"-20...+70 (без замерзания)";560;560;Алюминий;"Нержавеющая сталь";Алюминий;"TPU, NBR";59825.78;"0 шт"
ESWT32x450-S-B;32;450;да;"Направляющая скольжения";"Амортизаторы с обеих сторон";G1/8;"Сжатый воздух (степень фильтрации 40 мкм)";0.18...0.7;"-20...+70 (без замерзания)";560;560;Алюминий;"Нержавеющая сталь";Алюминий;"TPU, NBR";58751.34;"0 шт"
ESWT32x400-S-B;32;400;да;"Направляющая скольжения";"Амортизаторы с обеих сторон";G1/8;"Сжатый воздух (степень фильтрации 40 мкм)";0.18...0.7;"-20...+70 (без замерзания)";560;560;Алюминий;"Нержавеющая сталь";Алюминий;"TPU, NBR";57676.89;"0 шт"
ESWT32x350-S-B;32;350;да;"Направляющая скольжения";"Амортизаторы с обеих сторон";G1/8;"Сжатый воздух (степень фильтрации 40 мкм)";0.18...0.7;"-20...+70 (без замерзания)";560;560;Алюминий;"Нержавеющая сталь";Алюминий;"TPU, NBR";56602.45;"0 шт"
ESWT32x300-S-B;32;300;да;"Направляющая скольжения";"Амортизаторы с обеих сторон";G1/8;"Сжатый воздух (степень фильтрации 40 мкм)";0.18...0.7;"-20...+70 (без замерзания)";560;560;Алюминий;"Нержавеющая сталь";Алюминий;"TPU, NBR";55528.01;"0 шт"
ESWT32x250-S-B;32;250;да;"Направляющая скольжения";"Амортизаторы с обеих сторон";G1/8;"Сжатый воздух (степень фильтрации 40 мкм)";0.18...0.7;"-20...+70 (без замерзания)";560;560;Алюминий;"Нержавеющая сталь";Алюминий;"TPU, NBR";54453.56;"0 шт"
ESWT32x200-S-B;32;200;да;"Направляющая скольжения";"Амортизаторы с обеих сторон";G1/8;"Сжатый воздух (степень фильтрации 40 мкм)";0.18...0.7;"-20...+70 (без замерзания)";560;560;Алюминий;"Нержавеющая сталь";Алюминий;"TPU, NBR";53379.12;"0 шт"
ESWT32x150-S-B;32;150;да;"Направляющая скольжения";"Амортизаторы с обеих сторон";G1/8;"Сжатый воздух (степень фильтрации 40 мкм)";0.18...0.7;"-20...+70 (без замерзания)";560;560;Алюминий;"Нержавеющая сталь";Алюминий;"TPU, NBR";52304.68;"0 шт"
ESWT32x100-S-B;32;100;да;"Направляющая скольжения";"Амортизаторы с обеих сторон";G1/8;"Сжатый воздух (степень фильтрации 40 мкм)";0.18...0.7;"-20...+70 (без замерзания)";560;560;Алюминий;"Нержавеющая сталь";Алюминий;"TPU, NBR";51230.23;"0 шт"
